Comentario,Aspecto,Polaridad
no consta el nombre del diagrama pero es facil de comprender por la distribucion de los carriles aplicados y es lo que lo hace ordenado,nombre,1
se entiende cual es el nodo inicial y el nodo final del diagrama permitiendo entender su inicio y su final,nodo,2
los flujos si estan representados correctamente se tiene una comprension de lo requerido,flujos,2
los flujos usados estan incluidos de forma correcta para el diagrama,flujos,2
no contiene el nombre del diagrama la distribucion de carriles es ordenada es facil de comprender la funcionalidad de sistema,nombre,1
el nodo inicial y nodo final es incluido correctamente en el diagrama se puede observar claramente donde inicia y donde termina,nodo,2
no se esta aplicando correctamente la funcionalidad descrito en la especificacion del caso de uso el flujo base se aplica flujo alternativo no se esta aplicando,funcionalidad,0
en el diagrama de activad no se estan aplicando todo los flujo de decision descrito en la especificacion de requerimiento,diagrama,0
no existe el nombre que ayude a identificar de que proceso se esta realizando el diagrama la distribucion de los carriles es ordenada por lo tanto es facil de comprender,nombre,1
el nodo inicial y el nodo final estan incluidos correctamente en el diagrama por lo que es facil de identificar el inicio y el fin del proceso,nodo,2
existe el flujo base y el flujo alterno representado de forma correcta sin embargo la funcionalidad tiene un error ya que al seleccionar el automovil segun lo descrito en el caso de uso y el diagrama de secuencia el sistema debe consultar si existe o no ese automovil y eso no esta descrito en el diagrama,flujo,1
el flujo de control y de control de decision se incluye de forma correcta donde se requiere,flujo,2
el diagrama no presenta ningun nombre la distribucion de los carriles es adecuada,diagrama,1
el nodo inicial y el nodo final estan debidamente incluidos en el diagrama,nodo,2
faltan procesos en el flujo normal y algunas validaciones segun se requieren en el caso de uso,procesos,0
el flujo de decision es debidamente usado el flujo de control no esta del todo entendible,flujo,1
el nombre del diagrama es adecuado los carriles estan correctamente distribuidos es facil de comprender el diagrama,nombre,2
esta totalmente adecuado ya que el nodo inicio y el nodo final estan ubicados correctamente,nodo,2
esta bastante adecuado ya que se entiende cuando utiliza el flujo alterno y fujo base aunque le hace falta varios mensajes donde muestre interfaz,flujo,1
el control de decision esta correctamente ubicado pero existe una parte del diagrama que no especifica si va a ejecutarse primero o no es decir falta orden,control,1
el diagrama no contiene nombre los carriles que se usan estan distribuidos de manera correcta y permite conocer el funcionamiento de cada uno,diagrama,1
los nodos estan ubicados de manera correcta en el diagrama,nodos,2
los flujos estan ubicados correctamente de manera que se comprende el funcionamiento del diagrama,flujos,2
los flujos permiten que el diagrama funcione de manera correcta,flujos,2
no contiene un nombre correspondiente para el diagrama la distribucion de los carriles se lo utiliza de manera correcta,nombre,1
el diagrama contiene los nodo inicial y el final de manera correcta en el diagrama,diagrama,2
el flujo base y el flujo alterno es representado de manera correcta contiene la funcionalidad segun lo descrito en el caso de usos,flujo,2
el uso de los flujo de control y de decision se incluye de manera correcta en el diagrama,uso,2
la distribucion de los carriles es correcta y esta bien asignada las funciones de cada uno,distribucion,2
el nodo inicial y final se observa claramente y se logra distinguir el inicio y el fin del diagrama,nodo,2
el flujo normal y alterno se observa con una secuencia correcta y funcional,flujo,2
los controles de decision son ubicados en los lugares necesarios a excepcion de uno al final del diagrama,controles,2
el nombre del diagrama se indica claramente y el facil de comprender los carriles se encuentran bien ubicados y distribuidos,nombre,2
estan bien especificados los nodos por lo que el entendimiento de su inicio y fin se entiende claramente,entendimiento,2
los flujos tienen diferentes acciones segun lo especificado en los casos de uso sin embargo cumple con su funcion,flujos,1
los flujos de control son correctos pero las decisiones que se les ha proporcionado es incorrecta por lo que podria dificultar el funcionamiento del mismo,flujos,1
el diagrama no cuenta con nombre,diagrama,0
estan bien especificado ambos flujos,flujos,2
ambos flujos se incluyen donde se requieren,flujos,2
el diagrama no tiene nombre del proceso y los carriles parecen esta bien,diagrama,1
el nodo de inicio esta bien por que se sabe donde inicia pero no se sabe donde termina por lo que en la actividad verificacion de credenciales no esta correcta,nodo,1
faltan procesos en el flujo normal y algunas validaciones segun se requieren en el caso de uso,procesos,0
el flujo de los objeto no estan correctos por lo que el cliente no decide si la cuenta esta creada o no es el sistema que hace eso el flujo de control no esta y el flujo de decision esta mal colocado,flujo,0
no tiene un nombre definido de un procesos en especifico hay dos procesos,nombre,0
los nodos estan ubicados correctamente y se puede apreciar el inicio y fin,nodos,2
el flujo es correcto pero hay dos procesos mesclados,flujo,1
ambos flujos se incluyen donde se requieren,flujos,2
el nombre del diagrama si esta correcto en cuanto a los carriles deberia seguirse mas las directrices enfocadas a diagrama de actividad,nombre,2
lo considero correcto porque el diagrama si esta especificando donde empieza y donde termina las actividades interactuadas,diagrama,2
no se representa a fondo la funcionalidad pedida partiendo desde el flujo base que esta mal planteado,fondo,0
el flujo de control es incorrecto,flujo,0
el diagrama no tiene el nombre de el proceso que se esta realizado por ello no esta correctamente adecuado,diagrama,0
el nodo inicial esta bastante adecuado pero el nodo final no esta claro,nodo,1
la funcionalidad esta adecuada pero las descripcion de los procesos genera dudas,funcionalidad,1
el flujo de control y decision se los implemento bien,flujo,2
nombre de diagrama bien representado y con los  carriles de manera correcta,nombre,2
los nodos son utilizados de manera correcta,nodos,2
contiene una funcionalidad de manera correcta y describe la mayoria de datos bien,funcionalidad,2
el flujo de control y decision estan representados de manera correcta,flujo,2
no se describe el nombre del diagrama lo que no nos da a conocer cual es la funcion que cumple los carriles estan ordenados de forma correcta lo que nos facilita el entendimiento,nombre,1
los nodos que representan el inicio y fin de la actividad estan descritos en el diagrama correctamente lo que nos ayuda a identificar donde inicia y termina el diagrama,inicio,2
los flujos no se identifican de forma correcta no cuenta la funcionalidad segun lo pedido en la especificacion del caso de uso,flujos,0
el flujo de decision y control estan representados y se ubican de forma correcta para realizar el control necesario,flujo,2
si se estan separando los carriles de manera correcta al tener solo cliente y sistema pero yo le hubiera agregado un carril mas llamado automovil para manipular ese objeto,carriles,1
los nodos estan bien especificados se logra dar a entender donde empieza y donde termina su nodo inicial y su nodo final,nodos,2
no se da a entender muy bien con todos los flujos pero todos los flujos alternos si son bien especificados,flujos,1
el login deberia llevar un flujo de control ya que no lo tiene para poder consultarlo y verificar que exista,login,0
el diagrama no contiene nombre los carriles que se usan estan distribuidos de manera correcta y permite conocer el funcionamiento de cada uno,diagrama,1
los nodos estan ubicados de manera correcta en el diagrama,nodos,2
se encuentran flujos adicionales debido a que el diagrama muestra mas de un proceso involucrado,flujos,1
los flujos permiten que el diagrama funcione de manera correcta,flujos,2
los carriles esta claros pero no tiene nombre de la actividad a realizar,carriles,1
los nodos estan claros el inicio y la terminacion del proceso,nodos,2
la funcionalidad de la actividad esta correcta,funcionalidad,2
los flujos se encuentran de manera clara y correcta,flujos,2
el diagrama no cuenta con un nombre por lo que se asume que continua con el mismo proceso del diagrama de secuencia aparte de esto la distribucion de los carriles esta implementada de forma correcta y tambien es comprensible,diagrama,1
existen dichos nodos tanto de inicio como de final pero en un proceso esta mal implementado y esto lleva a confundir y mal interpretar el flujo normal del proceso,inicio,1
al no presentar una plantilla se asume que la implementacion del flujo normal y alterno estan dados y analizando este diagrama se llega a la conclusion que el diagrama es correcto ya que existe un flujo entendible de manera clara,plantilla,2
el flujo de control y decision estan implementados de forma correcta y se encuentran realizando sus procesos en los lugares donde se lo requiere,flujo,2
el diagrama no cuenta con un nombre de proceso y la distribucion de los carriles parece estar correcta respecto a los requerimientos,diagrama,1
se aprecia correctamente el inicio y el final del proceso,inicio,2
se aprecian las funcionalidades en las lineas de flujo aunque estan incompletas,funcionalidades,1
el flujo de control y de decision estan implementados correctamente ya que se puede visualizar el proceso logicamente plasmado,flujo,2
no cuenta con un nombre especifico,nombre,0
los nodos estan bien incluidos en el diagrama,nodos,2
los flujos estan bien realizados y denotan una correcta funcionalidad,flujos,2
el flujo de control es incorrecto,flujo,0
el nombre del diagrama si esta correcto en cuanto a los carriles deberia seguirse mas las directrices enfocadas a diagrama de actividad,nombre,2
lo considero correcto porque el diagrama si esta especificando donde empieza y donde termina las actividades interactuadas,diagrama,2
no se representa a fondo la funcionalidad pedida partiendo desde el flujo base que esta mal planteado,fondo,0
el flujo de control es incorrecto,flujo,0
no contiene el nombre del proceso como tal y la distribucion si esta ordenada correctamente,nombre,1
los nodos de inicio y fin si estan incluidos y bien utilizados en la interaccion con el sistema,inicio,2
el flujo normal y el alterno estan en su mayoria bien utilizados ya que se realiza la actividad que se desea,flujo,2
el flujo de control y de decision estan implementados correctamente ya que se puede visualizar el proceso logicamente plasmado,flujo,2
el diagrama no cuenta con un nombre que lo identifique la distribucion de los carriles se encuentra ordenada,diagrama,1
ambos nodos tanto el inicial como el final se encuentran correctamente incluidos en el diagrama por lo que es facil identificar donde inician y terminan los procesos,inicial,2
hay errores en el diagrama tanto en el flujo base como en el flujo alterno pues el empleado no registra reservas sino que registra contratos no realiza validaciones al momento de ingresar los datos,errores,0
no existe ningun flujo de control en el diagrama hacen falta mas nodos de decision y por ende mas flujos de decision,control,0
el nombre del diagrama es adecuado y cuenta con su correcta distribucion de carriles eso nos facilita entenderlo de mejor forma,nombre,2
los nodos de inicio y fin se encuentran claramente especificados lo que nos facilita entender desde donde inicia y donde finaliza el diagrama,inicio,2
los flujos base y alterno son representados de forma correcta cuenta con la funcionalidad descrita en el diagrama de caso de uso,base,2
el flujo de control se incluye de forma correcta donde es necesario,flujo,2
el nombre del diagrama es adecuado pero no especifica el nombre del proceso la distribucion de los carriles esta bien adecuada y se entiende con facilidad,nombre,1
los nodos de inicio y el nodo final estan correctamente adecuado se entiende donde inicia y donde finaliza el proceso de actividades,inicio,2
las actividades estan correctamente,actividades,2
los flujos de control y de decision estan correctamente ubicados,flujos,2
el diagrama no lleva nombre del proceso el diagrama no refleja el proceso requerido registrar reserva en su lugar este describe el proceso de contratos realizado por el empleado,diagrama,0
se indica el nodo inicial y el nodo final correctamente,nodo,2
faltan procesos en el flujo normal y algunas validaciones segun se requieren en el caso de uso,procesos,0
el flujo de control es incorrecto,flujo,0
el diagrama no lleva nombre del proceso el diagrama no refleja el proceso requerido registrar reserva en su lugar este describe el proceso de contratos realizado por el empleado,diagrama,0
se indica el nodo inicial y el nodo final correctamente,nodo,2
el diagrama no refleja el proceso requerido registrar reserva que es realizado por el cliente en su lugar este describe el proceso de contratos realizado por el empleado,diagrama,0
el flujo de control y control de decision se incluye donde se requiere y de manera correcta pero el diagrama no refleja el proceso requerido registrar reserva,flujo,1
el nombre del diagrama es correcto pero no contiene el nombre del proceso la distribucion de los carriles si es ordenada,nombre,1
los nodos se encuentran correctamente especificados en ambos puntos,nodos,2
las actividades son correcta,actividades,2
los flujos de control y decision estan especificados correctamente en el lugar que corresponde,flujos,2
el diagrama no cuenta con un nombre de proceso y la distribucion de los carriles parece estar correcta,diagrama,1
se aprecia correctamente el inicio y el final del proceso,inicio,2
faltan procesos en el flujo normal y algunas validaciones segun se requieren en el caso de uso,procesos,0
el control de decision parece esta correcto aunque faltan especificar en las lineas de flujo,control,1
no cuenta con un nombre definido el diagrama los carriles estan bien ordenado lo que permite una buena interpretacion,nombre,1
los nodos inicial y final estan colocados correctamente y es entendible donde inicia y termina un proceso,proceso,2
falta descripcion en cada linea para saber lo que se esta haciendo mezcla dos funcionalidades la de ingresar al sistema y la de registrar el automovil el flujo alterno no esta muy entendible,falta,0
el control de decision verificar usuario esta de mas por que pertenece a otro proceso el resto de control de decisiones estan incluidas donde se necesitan,control,0
el nombre del diagrama si esta correcto en cuanto a los carriles deberia seguirse mas las directrices enfocadas a diagrama de actividad,nombre,2
lo considero correcto porque el diagrama si esta especificando donde empieza y donde termina las actividades interactuadas,diagrama,2
no se representa a fondo la funcionalidad pedida partiendo desde el flujo base que esta mal planteado,fondo,0
el flujo de control es incorrecto,flujo,0
el diagrama no tiene el nombre de el proceso que se esta realizado por ello no esta correctamente adecuado,diagrama,0
el nodo inicial esta bastante adecuado pero el nodo final no esta claro,nodo,1
la funcionalidad esta adecuada pero las descripcion de los procesos genera dudas,funcionalidad,1
el flujo de control y decision se los implemento bien,flujo,2
diagrama representado con los  carriles de manera correcta,diagrama,2
nodos utilizados de manera correcta,manera,2
contiene su funcionalidad de manera correcta y describe todas las parte de datos,funcionalidad,2
el flujo de control y decision estan representados de una manera ordenada y entendible,flujo,2
la distribucion de los objetos no estan de manera ordenada pero si se comprende,distribucion,1
ciertos nodos no presentan un correcto funcionamiento pero si permite saber donde inicia y donde termina,funcionamiento,1
tanto el flujo alterno como el flujo base se presentan de manera funcional segun los descrito en las especificaciones,flujo,2
el control de decision si se incluye donde se requiere pero falta mejorar el flujo de control,control,1
no hay nombre del diagrama no se especifica el proceso que se realiza la distribucion de los carriles es muy adecuada,nombre,0
el nodo de inicio y el nodo fin estan incluidos adecuadamente indica donde empieza y donde termina el proceso de forma clara,nodo,2
los flujos base y alternos son representados correctamente describen la funcionalidad expresada en los requerimientos faltan mensajes de control que permitan saber la actividad que se realiza,base,1
el flujo de control y decision se incluye donde se necesita y denota funcionalidad no muestra mensajes adecuados hay combinacion de acciones con interfaz en los carriles,flujo,1
el nombre del diagrama si es el adecuado la distribucion de los carriles no es la correcta ya que no sigue las especificaciones ni el formato recomendado por el docente,nombre,0
los nodos que representan el inicio y el fin de la actividad si estan representados de forma correcta ya que se entiende donde inicia y donde termina las actividades,inicio,2
el flujo base no es el correcto ya que se pidio una actividad especifica no se representa la funcionalidad pedida ni se muestran los mensajes requeridos,flujo,0
el flujo de control no se representa de forma clara y las decisiones no estan correctas ya que la funcionalidad no es la misma que se describe en el diagrama de caso de uso,flujo,0
los carriles son los correcto cliente y sistema,carriles,2
nodo inicial y final inexistente,nodo,0
los flujos alternos no son especificados muy bien,flujos,0
existe un correcto uso de los flujos de control,uso,2
no tiene nombre del caso de uso que se realiza la actividad pero los carriles estan bien,nombre,1
los nodos estan claros el inicio y la terminacion del proceso,nodos,2
faltan procesos en el flujo normal y algunas validaciones segun se requieren en el caso de uso,procesos,0
alguno de los flujos se encuentran de manera clara y correcta,flujos,2
no tienen el nombre del diagrama la distribucion de los carriles estan separados pero tiene la idea para que sea comprensible,nombre,1
el nodo inicial y nodo final si estan incluidos correctamente en el diagrama,nodo,2
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,flujo,0
no tienen flujo de control el control de decision se incluye donde se requiere y de manera correcta,flujo,1
el nombre del diagrama es adecuado la distribucion de carriles es correcta y ordenada sin embargo el inicio y fin de flujo se encuentran dentro de los carriles  ,nombre,1
el inicio y fin de flujo se encuentran dentro de los carriles,inicio,2
el flujo base y alterno correctamente descritos y describen de forma acertada el funcionamiento de lo requerido,flujo,2
el flujo de control y control de decision se incluye donde se requieren y de manera correcta,flujo,2
no contiene nombre de diagrama la distribucion de los carriles si es ordenada,nombre,1
si tiene un nodo inicial y nodo final pero el nodo final no esta bien colocado ya esta en el carril del sistema,nodo,1
si contiene un flujo base y alterno lo malo es que termina dentro del sistema lo cual no es posible,flujo,0
el flujo de control y control de decision si esta incluido pero no donde se requiere por lo consiguiente esta incorrecto,flujo,1
no contiene el nombre del diagrama la distribucion de carriles es ordenada es facil de comprender la funcionalidad de sistema,nombre,1
el nodo inicial y nodo final es incluido correctamente en el diagrama se puede observar claramente donde inicia y donde termina,nodo,2
se esta aplicando correctamente la funcionalidad descrito en la especificacion del caso de uso el flujo base se aplica flujo alternativo se esta aplicando correctamente,funcionalidad,2
en el diagrama de actividad se estan aplicando todo los flujo de decision descrito en la especificacion de requerimiento,diagrama,2
no existe un nombre para el diagrama impidiendo asi que se logre identificar a que proceso pertenece la distribucion de carriles es la adecuada,nombre,0
se logra identificar cual es el nodo inicial y el nodo final permitiendo saber el inicio y el fin del proceso que se esta describiendo,nodo,2
el flujo alterno esta bien especificado por lo tanto si se demuestra funcionalidad,flujo,2
el flujo de decision de cada una de las actividades que lo requieren esta bien definido,flujo,2
el diseno del diagrama es muy correcto se detallan correctamente los carriles pertenecientes a cada objeto involucrado no existe nombre del proceso o diagrama,diseno,2
los nodos de inicio o fin se encuentran especificados correctamente se entiende claramente donde inicia el proceso y donde termina,inicio,2
los flujos base y alternos se encuentran correctamente interpretados y detallados en el diagrama no existe ninguna confusion al momento de leer el diagrama los flujos representan correctamente la funcionalidad del proceso que se realiza,base,2
estan muy bien implementados los flujos de control los controles de decision se encuentran realizadas de forma correcta permitiendo un adecuado entendimiento de la secuencia o flujo de los objetos,flujos,2
el nombre del proceso no se encuentra especificado en el diagrama la distribucion de carriles no se encuentra ordenada dificultando asi el entendimiento logico del proceso,nombre,0
el nodo inicial y el nodo final estan mal colocados ya que estan dentro de los carriles del diagrama,nodo,0
el flujo base y el flujo alterno no representan todas la funcionalidades requeridas,flujo,0
los flujos de control y de decision se incluye donde son necesarios aplicandose correctas en la mayoria de las acciones del proceso,flujos,2
no contiene un nombre correspondiente para el diagrama la distribucion de los carriles es ordenada y se lo utiliza de manera correcta,nombre,1
el diagrama contiene los nodo inicial y el final de manera correcta en el diagrama,diagrama,2
el flujo base y el flujo alterno es representado de manera correcta,flujo,2
el uso de los flujo de control y de decision se incluye de manera correcta en el diagrama,uso,2
le hace falta el nombre del proceso al que hace referencia el diagrama pero en general es entendible,falta,1
los nodos de inicio y final estan bien colocados son entendibles,inicio,2
el flujo se expresa de forma correcta pero existen funcionalidades que no estan bien elaboradas o no son entendibles respecto a que es lo que se va a hacer puesto que el error viene desde el diagrama de casos de uso,flujo,1
posee un control de decision adecuado pero hacen faltas mas flujos de control que especifiquen las funcionalidades que estan haciendo,control,1
el diagrama de actividades no tiene nombre los canales representan de manera adecuada el flujo de actividades aunque se encuentren separados,diagrama,1
los nodos estan incluidos correctamente en el inicio y al final de ciclo de actividades,nodos,2
el flujo base y el flujo alterno se representan de manera tan organizada que se puede leer de manera fluida,flujo,2
el flujo de control se posiciona de manera correcta en aquello puntos donde se tiene que tomar una decision las consecuencias de los resultados del flujo de control se manejan de una manera correcta y entendible,flujo,2
el nombre del diagrama no se encuentra especificado la distribucion de carriles se encuentra ordenada,nombre,1
el nodo inicial no se encuentra correctamente ubicado y el nodo final esta mal ubicado  se encuentra ubicado dentro de un carril lo que dificulta saber donde empieza y terminan los procesos,nodo,0
los flujo base y alterno no se encuentran representado correctamente representados tampoco expresan todas funcionalidades requeridas segun la especificacion,flujo,0
si existen flujo de control y control de decision en el diagrama de actividad en la mayoria de procesos se encuentran correctamente aplicados,flujo,2
el nombre del diagrama no se encuentra bien porque faltaria el nombre del proceso que esta realizando la distribucion esta entendible,nombre,1
el nodo inicial y el nodo final se encuentran bien definido en el diagrama,nodo,2
no esta especificado correctamente cada funcionalidad los procesos estan mal planteados con respecto al caso de uso del flujo base,funcionalidad,0
el flujo de control con respecto al diagrama esta entendible pero hay flujo que aun no existen mensajes de control o lo que van hacer existen flujos que estan puesto de mala manera,flujo,1
no existe nombre del proceso pero como punto a favor el flujo de los carriles es adecuado por lo que existe una buena comprension del mismo,nombre,1
los dos nodos tanto inicial como final si estan implementados y su uso es correcto ya que siguiendo el fujo normal y alterno se evidencia que el proceso hace uso de los nodos de forma correcta,final,2
el flujo normal y el flujo alterno si estan representados pero la funcionalidad del proceso es algo deficiente ya que realiza procesos demas y tiende a desviarse de lo expuesto en el caso de uso,flujo,1
el flujo de control y de decision no se encuentran implementados correctamente ya que existen procesos que son de decision y se encuentran el de control y viceversa este tiende a que el sistema se deficiente y poco comprensible,flujo,0
el diagrama no tiene el nombre de el proceso que se esta realizado por ello no esta correctamente adecuado,diagrama,0
el nodo inicial esta bastante adecuado pero el nodo final no esta claro,nodo,1
el flujo base y flujo alterno de las actividades no se representan correctamente en su mayoria,flujo,0
el flujo de control y decision no se los implemento bien,flujo,0
diagrama representado con los  carriles de manera correcta,diagrama,2
algunos nodos son utilizados de manera correcta,manera,2
contiene su funcionalidad de manera correcta y describe una parte de datos bien,funcionalidad,2
el flujo de control y decision estan representados de una manera no tan entendible,flujo,0
no contiene el nombre del proceso que se esta realizando la distribucion de los carriles es la correcta porque especifica quien hace cada interaccion en el sistema,nombre,1
los nodos de inicio y fin si estan incluidos y bien utilizados en la interaccion con el sistema se puede evidenciar lo que se hace en el proceso como tal,inicio,2
el flujo normal y el alterno estan en su mayoria bien utilizados pero hay en cierta parte que no se realiza la actividad que se desea,flujo,1
el flujo de control y de decision no estan implementados correctamente puesto que existen procesos que no son de decision y se encuentran en la parte del control y esto se ve a simple vista en el sistema,flujo,0
no existe un nombre para el diagrama la distribucion de los carriles es bastante adecuada lo cual se logra entender y diferenciar los objetos sin problemas,nombre,1
se logra visualizar el nodo inicial y el final sin ningun problema,nodo,2
el flujo normal y el flujo alterno es bastante aceptable aunque cuesta un poquito entenderlo bien pero se logra comprender,flujo,1
los flujos de control se encuentran realizados de forma adecuada aunque los procesos internos que se hacen dentro de ellos son innecesarios o no se encuentran relacionados con el proceso principal,flujos,1
la distribucion de los carriles es la correcta siempre se toma en cuenta en este diagrama  carriles el de actor y el del sistema,distribucion,2
si cumple con el nodo inicial y nodo final,nodo,2
si cumple con bastantes flujos alternos,flujos,2
el flujo de control es incorrecto,flujo,0
no tiene nombre el diagrama la distribucion de los carriles es adecuada pero las actividades no son las que corresponden al carril,nombre,1
tanto nodo inicial y nodo final se encuentran en el diagrama pero no representan el funcionamiento,nodo,1
tanto el flujo base como el flujo alterno no se ven representados en el diagrama tiene nulo sentido el proceso que se esta realizando,flujo,0
el control de decision no esta siendo bien aplicado en el lado del sistema debido a que hay dos decisiones seguidas y ademas no estan definidas las opciones correctamente,control,0
se aprecia el nombre del diagrama pero la distribucion de los carriles esta algo errada ya que se realiza un flujo de datos en el carril del cliente en retrospectiva se puede mejorar,nombre,1
el nodo inicial y nodo final estan incluido correctamente en el diagrama lo que permite saber donde inician y donde terminan los procesos,nodo,2
el flujo base y flujo alterno es representado perfectamente y tiene la funcionalidad segun lo descrito en la especificacion de casos de uso dicho esto en retrospectiva se puede mejorar,flujo,2
el flujo de control y control de decision no se incluye donde se requieren y no estas de manera correcta dicho esto en retrospectiva se puede mejorar,flujo,0
el diagrama no lleva el nombre del proceso que describe la distribucion de carriles es ordenada lo que permite que sea facil de comprender,diagrama,1
el nodo inicial y nodo final es incluido en el diagrama permite saber donde inician y donde terminan los procesos,nodo,2
el flujo base y flujo alterno no se encuentra representado adecuadamente y la funcionalidad segun lo descrito en la especificacion de casos de uso no se ve reflejada propiamente verificar si hay conexion con el sistema no es una funcionalidad que se describe en los requerimientos y de ser asi deberia ser manejada por el sistema,flujo,0
el flujo de objetos entre los carriles no es correcto las actividades de consultar y cancelar reserva son hechas por el cliente y deberian estar en ese carril no puede haber una condicion debajo de otra si no hay una actividad entre estos,flujo,0
el diagrama de actividades no tiene nombre los carriles estan ordenados aunque los carriles esten ordenados la distribucion escogida no permite una facil lectura,diagrama,1
el nodo inicial y el nodo final estan incluidos de manera correcta en el flujo de las actividades,nodo,2
el flujo base se representan de manera suficientemente organizada el flujo alterno representa la funcionalidad requerida en los casos de uso,flujo,2
los dos flujos de control y control de decision fueron incluidos en las parte correcta del flujo de actividades,flujos,2
la actividad no tiene el nombre del caso de uso del estudio los carriles esta claros y bien definidos,actividad,1
los nodos estan claros el inicio y la terminacion del proceso,nodos,2
la funcionalidad de la actividad estan correcta le falta mejorar en la alternativa,funcionalidad,1
los flujos se encuentran de manera clara y correcta,flujos,2
no existe el nombre del proceso que esta realizando el sistema no se comprende lo que esta ejecutando,nombre,0
existen nodo final y nodo inicial pero no esta correcto porque existe un tercer nodo que termina el proceso,nodo,1
no tiene sentido con respecto al flujo base  no se comprende la funcionalidad del caso de uso reservar_automovil,sentido,0
el sistema se encarga de todo los controles de decisiones pero el usuario o cliente debe inicializar todo pero en este caso el cliente decide si tiene conexion entre la base de datos y el por lo cual eso esta bastante erroneo,sistema,1
el proceso presentado en el diagrama de actividades no cuenta con un nombre los carriles presentados en el diagrama estan definidos pero no esta totalmente correcto existe deficiencia en la secuencia del flujo,proceso,1
presenta de forma correcta el uso de los nodos inicial y el nodo final en el diagrama de actividades el cual nos permite saber donde esta el inicio del diagrama y el final,forma,2
se asume como flujo alterno el lado positivo de la validacion y como flujo alterno el lado negativo de la validacion el cual si se encuentra presente y estan representados en el diagrama de casos de uso,flujo,1
el flujo de controles estan implementados ya que los casos de usos representados en el diagrama donde se encuentra el flujo de control estan y donde se encuentra el flujo de decision estan los casos de usos necesarios en ese lado,flujo,2
no contiene el nombre del diagrama la distribucion de carriles es ordenada es facil de comprender la funcionalidad de sistema,nombre,1
el nodo inicial y nodo final es incluido correctamente en el diagrama se puede observar claramente donde inicia y donde termina,nodo,2
no aplica el flujo normal ni el alternativo no aplica lo descripto en la especificacion de requerimiento del caso de uso,flujo,0
se observa que no aplican el control de decision ni el flujo de control,control,0
no existe un nombre para el diagrama impidiendo asi que se logre identificar a que proceso pertenece la distribucion de carriles es la adecuada,nombre,0
se logra identificar cual es el nodo inicial y el nodo final permitiendo saber el inicio y el fin del proceso que se esta describiendo,nodo,2
el flujo alterno no esta bien especificado al decir consultar reserva se espera una verificacion sin embargo esa funcionalidad no esta bien descrita,flujo,0
el flujo de control de decision dela actividad consultar reserva no existe por lo tanto no se esta cumpliendo con lo requerido,flujo,0
no esta en detalle con su nombre del proceso pero su estructura esta claramente bien definida,detalle,1
los nodos de inicio y fin si estan incluidos y bien utilizados en la interaccion con el sistema,inicio,2
el flujo base y el alterno estan bien utilizados ya que se realiza el proceso en cuestion,flujo,2
el flujo de control y de decision estan en su mayoria se encuentran correctamente bien implementados pero existe uno que su relacion no se encuentra bien ubicada en el proceso,flujo,1
no posee nombre de diagrama,nombre,0
los nodos de inicio y fin si estan incluidos y bien utilizados en la interaccion con el sistema,inicio,2
no se conoce cual es el caso de uso y que flujo lleva el proceso estan funcionalidades generales y poco especificas que no permiten entender el funcionamiento,caso,0
faltan flujos de control es partes importantes que afectan el flujo principal deberian existir flujos alternos para ser mas especifico,flujos,0
el diagrama no contiene el nombre correspondiente la distribucion de los carriles es correcta,diagrama,1
en el diagrama se utiliza los nodos de inicial y final correctamente,diagrama,2
en el diagrama se utiliza el flujo base y el flujo alterno es representado correctamente,diagrama,2
en el diagrama se utiliza el flujo de control y de decision correctamente,diagrama,2
el diagrama no lleva el nombre del proceso que describe la distribucion de carriles es ordenada lo que permite que sea facil de comprender,diagrama,1
el nodo inicial y nodo final es incluido en el diagrama permite saber donde inician y donde el proceso,nodo,2
el flujo base no representa correctamente la funcionalidad de acuerdo a lo descrito en la especificacion de requerimientos el proceso que se pide realizar es el de realizar una reserva o registrar reserva y dentro del flujo falta una condicion que verifique la disponibilidad del automovil para reservar cancelar reserva es otro proceso que deberia ser descrita en otro diagrama asi mismo con el registro de usuario,flujo,0
el flujo de control de decision no se incluye de manera correcta si la condicion es guardar la reserva es una accion que realiza el cliente por lo que deberia estar en el carril del actor cliente el flujo de control que deberia realizarse es si el automovil esta disponible para reserva y deberia ser realizado por el sistema las actividades de mostrar mensaje y notificar rechazo son actividades que realiza el sistema no el cliente de resto si se describe parte del proceso de registrar reserva,flujo,0
el nombre del diagrama no existe existe distribucion de los carriles correcta,nombre,1
existe el nodo inicial y nodo final incluido en el diagrama permite conocer donde inicializa y finalizan los procesos,nodo,2
solo existe el flujo base el flujo alterno no esta representado como tal en los procesos,flujo,0
no aplican correctamente el flujo de control el control de decision es adecuado no muestran los mensajes entre las actividades y existen procesos en los carriles correspondientes,flujo,1
el nombre del diagrama es el adecuado cuanta con los carriles lo que proporciona un facil entendimiento,nombre,2
el diagrama cuenta con el nodo inicial y final sin embargo se encuentran dentro de los carriles,diagrama,1
los flujos alternos y base estan presentes sin embargo el flujo base no llega a fin del flujo y esta retornando a realizar reserva,flujos,1
los flujos de control y decision estan incluidos y de manera correcta,flujos,2
no consta con el nombre para el diagrama de actividad pero es facil de comprender por la distribucion de los carriles aplicados,nombre,1
se comprende correctamente el nodo inicial y el nodo final y asi se entiende donde empieza y terminan los procesos requeridos en el diagrama,nodo,2
